_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1778850,PAA190160,VERIZON WEST VIEW,44  CENTER AVE,WEST VIEW,15229,200,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE FLOOR TILE & MASTIC FROM BASEMENT;  WINDOWS FROM BASEMENT & FIRST FLOOR; FLOOR TILE; MASTIC & PIPE INSULATION FROM FIRST FLOOR,78,t,2019-03-04,2019-08-30,JOE YAKUBISIN,t,t,2019-03-29,PAA,COMPLETE,40.5096332198299,-80.0278174574339
1778851,PAA180430,HOLY CHILD PARISH SCHOOL BUILDING,220 STATION ST,BRIDGEVILLE,15017,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE & MASTIC FROM CAFETERIA MEETING ROOM,816,t,2018-07-13,2018-08-31,JOE YAKUBISIN,t,f,2018-08-31,PAA,COMPLETE,40.3590609273461,-80.1153332175595
1778852,PAA190316,WEST PENN HOPSITAL GROUND FLOOR,4800 FRIENDSHIP AVE,PITTSBURGH,15224,450,901,"ABMECH ACQUISITIONS, LLC",REMOVE FLOOR TILE & MASTIC FROM ROOM # GR 3.5,800,t,2019-05-31,2019-08-31,JOE YAKUBISIN,t,f,2019-08-31,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1778853,PAA220271,CARNEGIE MELLON UNIVERSITY PORTER HALL,5000 FORBES AVE,PITTSBURGH,15213,450,901,"ABMECH ACQUISITIONS, LLC",REMOVE FLOOR TILE & MASTIC FROM ROOM 123D AND FLOOR TILE FROM ROOM 119D,550,t,2022-06-15,2022-06-30,JOE YAKUBISIN,t,f,2022-06-30,PAA,COMPLETE,40.4442129846549,-79.94339909741
1778854,PAA180446,CMU DOUGHERTY-WEAN HALL - HAMERSCHLAG DR,,PITTSBURGH,15213,250,901,"ABMECH ACQUISITIONS, LLC",REMOVE FLOOR TILE & MASTIC FROM ROOM 2105 & PIPE INSULATION & FITTINGS FROM ROOMS 1112; 1131; 1117; 6423; & 5TH FLOOR HALLWAY,905,t,2018-07-16,2018-12-31,JOE YAKUBISIN,t,f,2018-12-31,PAA,COMPLETE,40.4382227596723,-79.9722482304526
1778855,PAA170577,CMU MELLON INSTITUTE - 4400 FIFTH AVENUE,,PITTSBURGH,15203,200,927,KEY ASBESTOS ABATEMENT INC,REMOVE FLOOR TILE & MASTIC FROM ROOM 286,215,t,2017-10-30,2017-11-30,JOE YAKUBISIN,t,f,2017-11-30,PAA,COMPLETE,40.4302967313938,-79.9951092466049
1778856,PAA180305,MERCY HOSPITAL 9TH FLOOR,1400 LOCUST ST,PITTSBURGH,15219,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR TILE & MASTIC FROM ROOM 9012,340,t,2018-05-03,2018-06-02,JOE YAKUBISIN,t,f,2018-06-02,PAA,COMPLETE,40.4360439740714,-79.9854587006851
1778857,PAA190357,GATEWAY HIGH SCHOOL,3000 GATEWAY CAMPUS BLVD,MONROEVILLE,15146,1250,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE & MASTIC FROM ROOMS 2204; 2205; 2206; 2207 & SPECIAL EDUCATION OFFICE,4108,t,2019-06-10,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.4317718132945,-79.7545044936271
1778858,PAA180333,CARNEGIE MELLON UNIVERSITY - BAKER HALL,5000 FORBES AVE,PITTSBURGH,15213,850,927,KEY ASBESTOS ABATEMENT INC,REMOVE FLOOR TILE & MASTIC FROM SUITE 331 A-J; SUITE 327 A; B; E; F; G; H; J; K; M; N; ROOM 330; & ROOM 329E,4500,t,2018-05-28,2018-08-31,MARC ITKIN,t,f,2018-08-31,PAA,COMPLETE,40.4442129846549,-79.94339909741
1778859,PAA200427,PASSAVANT HOSPITAL - 9104 BABCOCK BLVD,,PITTSBURGH,15234,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR TILE & MASTIC FROM T BUILDING SUITE 2116,100,t,2020-09-28,2020-10-28,JOE YAKUBISIN,t,f,2020-10-28,PAA,COMPLETE,40.3752463669453,-80.0059263944936
1778860,UND210042,COLFAX 2-8,2332 BEECHWOOD BLVD,PITTSBURGH,15217,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR TILE & MASTIC FROM TELECOMMUNICATION ROOM; FAN ROOM 9A AND POOL PASSAGE 3,105,t,2021-05-19,2022-05-18,ELIZABETH LETURGEY,t,f,2022-05-18,UND,COMPLETE,40.4330648346783,-79.9153657434033
1778861,PAA160578,UPMC MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,150,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE/MASTIC ON 4TH FLOOR ROOM 4218,112,t,2016-12-21,2016-12-25,JOE YAKUBISIN,t,f,2016-12-25,PAA,COMPLETE,40.4360439740714,-79.9854587006851
1778862,PAA140423,PARKWAY CENTER - BUILDING 7,875 GREENTREE RD BLDG 7,PITTSBURGH,15220,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC ON 5TH FLOOR SOUTH WING,12000,t,2014-10-27,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.4245636095536,-80.0405980400615
1778863,PAA170155,UPMC - KAUFMAN BUILDING  3471 FIFTH AVE.,,PITTSBURGH,15232,850,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE/MASTIC ON 5TH FLOOR SUITE 500 AND 6TH FLOOR CORRIDORS,4600,t,2017-03-25,2017-12-30,JOE YAKUBISIN,t,f,2017-12-30,PAA,COMPLETE,40.4551264365557,-79.9424815399024
1778864,PAA150200,DUQUESNE TOWERS,1345 VICKROY ST,PITTSBURGH,15219,650,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",FLOOR TILE/MASTIC ON 6TH;7TH AND 8TH FLOORS,33765,t,2015-05-14,2015-08-30,JOE YAKUBISIN,t,f,2015-08-30,PAA,COMPLETE,40.435875890395,-79.9867549987827
1778865,PAA150230,PENN CENTER EAST - BUILDING 5,500 PENN CENTER BLVD,PITTSBURGH,15235,650,938,TRITON HOLDINGS,FLOOR TILE/MASTIC ON 7TH FLOOR,11000,t,2015-05-19,2016-05-19,JOE YAKUBISIN,t,f,2016-05-19,PAA,COMPLETE,40.4279815708097,-79.8106035989576
1778866,PAA140236,UPMC SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261,150,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE/MASTIC ON 7TH FLOOR SOUTHWEST WING,2500,t,2014-06-09,2014-08-30,DON HORGAN,t,f,2014-08-30,PAA,COMPLETE,40.4425805203367,-79.9617920984077
1778867,PAA160277,CHAMBER OF COMMERCE BLDG,411  7TH AVE,PITTSBURGH,15219,350,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE/MASTIC ON 9TH FLOOR KITCHEN AREA,1020,t,2016-06-13,2016-12-30,JOE YAKUBISIN,t,f,2016-12-30,PAA,COMPLETE,40.4428679141945,-79.9962944234681
1778868,PAA140180,DUQUESNE TOWERS,1345 VICKROY ST,PITTSBURGH,15219,650,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",FLOOR TILE/MASTIC ON 9TH;10TH AND 11TH FLOORS,33765,f,2014-05-12,2014-08-30,JOE YAKUBISIN,t,f,2014-08-30,PAA,COMPLETE,40.435875890395,-79.9867549987827
1778869,PAA170114,ONE PNC PLAZA,249 5TH AVE,PITTSBURGH,15222,200,908,"BRISTOL ENVIRONMENTAL, INC.",FLOOR TILE/MASTIC ON B-LEVEL GARY DILLMORE OFFICE;B-LEVEL LIGHTHOUSE ELEC. STORAGE AND B-LEVEL OFFICE ADJACENT TO LIGHTHOUSE,816,t,2017-02-21,2017-03-10,JOE YAKUBISIN,t,f,2017-03-10,PAA,COMPLETE,40.4412085391936,-80.0005561215261
1778870,PAA204552,113 CRYSTAL DRIVE,,PLUM,15239,350,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE FLOOR & MASTIC THROUGHOUT BUILDING,1980,f,2020-11-23,2021-11-23,JOE YAKUBISIN,t,f,2021-11-23,PAA,COMPLETE,40.4921455851806,-79.7848283940866
1778871,PAA220598,CBRE FAC 525-1-B,525  WILLIAM PENN PL,PITTSBURGH,15219,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR 1B TILE AND PIPE INSULATION,400,t,2022-12-21,2023-01-30,NICHOLAS DELPHIA,t,f,2023-01-30,PAA,COMPLETE,40.4402016195189,-79.9977400244851
1778872,PAA190450,MERCY HOSPITAL - 1ST FLOOR RADIOGRAPHY,1400 LOCUST ST,PITTSBURGH,15219,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR COVERING; EPOXY; & FLOOR MASTIC (PHASE 2),1600,t,2019-07-11,2019-07-30,JOE YAKUBISIN,t,f,2019-07-30,PAA,COMPLETE,40.4360439740714,-79.9854587006851
1778873,PAA212140,AHN - SURBURBAN GENERAL HOSPITAL 0&M,100 S JACKSON AVE,PITTSBURGH,15202,850,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE FLOOR COVERINGS; FIRE PROOFING & PIPE INSULATION,159,t,2021-03-12,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.4945576598034,-80.060750526238
1778874,PAA212141,AHN FORBES HOSPITAL O&M,2570 HAYMAKER RD,MONROEVILLE,15146,850,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE FLOOR COVERINGS; FIRE PROOFING & PIPE INSULATION,159,t,2021-03-12,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.4282603186906,-79.7476530188951
1778875,PAA214054,VACANT RESIDENCE,629  BETTIS RD,WEST MIFFLIN,15122,850,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR HALLWAY CUBBY HOLE TILE & MASTIC; EXTERIOR WALL TILE; DINING ROOM FLOOR TILE & DINING ROOM CLOSET SHEET FLOORING,1568,f,2021-01-29,2022-01-28,MARC ITKIN,t,f,2022-01-28,PAA,COMPLETE,,
1778876,PAA200397,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR MASTIC FROM 2ND FLOOR ROOM A202,100,t,2020-08-18,2020-09-30,JOE YAKUBISIN,t,f,2020-09-30,PAA,COMPLETE,40.4422470230786,-79.9609286975283
1778877,PAA210299,NOVA PLACE - TOWER 1,100 S COMMONS ST,PITTSBURGH,15212,1250,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE FLOOR MASTIC ON FIRST FLOOR,2215,t,2021-06-03,2021-06-30,JOE YAKUBISIN,t,f,2021-06-30,PAA,COMPLETE,40.4510114242591,-80.0051923989784
1778878,PAA200366,DUQUESNE CLUB - SUITE 522 BATHROOMS,325  6TH AVE,PITTSBURGH,15222,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TIEL & MASTIC AND GLASS WALL TILE GLUE DOTS,525,t,2020-07-21,2020-12-30,JOE YAKUBISIN,t,f,2020-12-30,PAA,COMPLETE,40.4421355489082,-79.9984736562728
1778879,PAA140264,UPMC MCKEESPORT HOSPITAL - MANSFIELD BUILDING,1500 FIFTH AVE.,MCKEESPORT,15132,150,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE/MASTIC ON D-LEVEL CORRIDOR,1000,t,2014-06-20,2014-09-16,JOE YAKUBISIN,t,f,2014-09-16,PAA,COMPLETE,40.3513577942261,-79.8498321945279
1778880,PAA160562,CMU - DONNER HALL,5000 FORBES AVE,PITTSBURGH,15213,350,927,KEY ASBESTOS ABATEMENT INC,FLOOR TILE/MASTIC ON EAST REAR SRAIRWELLS,665,t,2016-12-19,2017-01-30,JOE YAKUBISIN,t,f,2017-01-30,PAA,COMPLETE,40.4442129846549,-79.94339909741
1778881,PAA170612,727 ARDMORE BLVD; PITTSBURGH; PA 15206,727 ARDMORE BLVD,PITTSBURGH,15206,850,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE & DISPOSE OF YNL SHEET FLOORING IN THE ATTIC; TAR ROOFING; INTERIOR WINDOW CAULKING; ROOFING; & DUCT SEAM TAPE IN BASEMENT,1080,f,2017-11-14,2018-06-01,SHANNON SANDBERG,t,f,2017-06-01,PAA,COMPLETE,40.4635841005534,-79.9368308315931
1778882,PAA170285,AGH - SNYDER PAVILION,320 E NORTH AVE,PITTSBURGH,15212,450,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE & REPLACE VCT & BLOCK MASTIC FROM 8C NURSES STATION,1000000,t,2017-06-06,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.457069446526,-80.0036975361617
1778883,PAA190076,FORMER KUHNS GROCERY IN MOON TOWNSHIP,2820 GRACY CENTER WAY,CORAOPOLIS,15108,1850,937,TOM SIPES DEMOLITION COMPANY,REMOVE 12 X 12 FLOOR TILES WITH ASSOCIATED MASTIC ON SALES FLOOR; BREAK ROOMS; OFFICES AND FRONT DESK AREA,28000,f,2019-02-06,2019-03-29,JOE YAKUBISIN,t,f,2019-03-29,PAA,COMPLETE,40.5164493560063,-80.2162966965233
1778884,PAA194103,VACANT RESIDENCE,245 E 20TH AVE,HOMESTEAD,15120,350,915,DJ DEMO COMPANY,REMOVE 12X12 FLOOR TILE FROM KITCHEN & BEDROOM,650,f,2019-02-22,2019-12-31,MARC ITKIN,t,f,2019-12-31,PAA,COMPLETE,40.4004494491485,-79.9004861172221
1778885,PAA210049,SOUTH PARK COMMISSIONERS COTTAGE,,SOUTH PARK,15129,850,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE 1DST FLOOR FLOOR TILE AND MASTIC,1850,f,2021-01-25,2021-02-25,JOE YAKUBISIN,t,f,2021-02-25,PAA,COMPLETE,40.2914444472123,-80.0307663849503
1778886,PAA214427,THE MATTHEWS BUILDING - 6515 PENN AVENUE,,PITTSBURGH,15206,850,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE 1ST FL NORTH CENTRAL PIPE FITTINGS; 2ND FL LADIES ROOM FLOOR TILE/MASTIC; SHED BUILDING REAR GALBESTOS AND REAR LOWER ROOF CAULKING,1055,f,2021-08-06,2021-09-30,JOE YAKUBISIN,t,t,2021-08-31,PAA,COMPLETE,40.4635841005534,-79.9368308315931
1778887,UND210114,THE FRIENDSHIP CIRCLE,1926  MURRAY AVE,PITTSBURGH,15217,0,905,"BLT CONTRACTING, INC.",REMOVE 1ST FLOOR CEILING PLASTER,90,f,2021-12-27,2022-01-30,CALI FEENEY,t,f,2022-01-30,UND,COMPLETE,40.4352064951284,-79.923006021968
1778888,PAA150368,,1822 AND 1824 BRIGHTON ROAD,PITTSBURGH,15212,350,920,GENERAL CONTRACTING CORP. OF AMERICA,MASTIC ON 2ND FLOOR KITCHEN AND JOINT COMPOUND IN 1ST FLOOR BATHROOM,450,f,2015-07-29,2015-07-31,JOE YAKUBISIN,t,f,2015-07-31,PAA,COMPLETE,,
1778889,PAA150153,RUE 21 STORE,349 5TH AVE,PITTSBURGH,15222,650,901,"ABMECH ACQUISITIONS, LLC",MIRROR MASTIC BASEMENT THRU 3RD FLOORS;PIPE INSULATION ON 2ND AND 3RD FLOORS;FLOOR TILE/MASTIC IN BASEMENT;2ND/3RD FLOORS;SINK COATING IN BASEMENT;WINDOW CAULKING ON ROOF AND ROOFING,8215,f,2015-04-01,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4403592216973,-79.9614238732971
1778890,DEM190168,VACANT RESIDENCE,2023  SYLVAN AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NACM FOUND – DEMOLISH STRUCTURE AND GRADE LOT,1000,f,2019-06-17,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,40.353442433868,-79.8402001705457
1778891,DEM190169,VACANT RESIDENCE,1804  CONVERSE ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NACM FOUND – DEMOLISH STRUCTURE AND GRADE LOT,1000,f,2019-06-17,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,40.3408586279258,-79.8521217659705
1778892,PAA194699,FORMER OUR LADY HELP OF CHRISTIANS CHURCH,6513  MEADOW ST,PITTSBURGH,15206,850,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ABI - ASSUMED ACM THROUGHOUT,3500,f,2019-09-30,2019-10-25,JOE YAKUBISIN,t,f,2019-10-25,PAA,COMPLETE,40.4620147256112,-79.9103750553385
1778893,DEM220266,MUNICIPALITY REGULATED PROPERTY,1005  BRACKENRIDGE AVE,BRACKENRIDGE,15014,0,,,NO ACM,,f,2022-11-22,2023-11-01,JOE YAKUBISIN,f,f,2023-11-01,DEM,COMPLETE,40.6050668446027,-79.7392305664864
1778894,DEM220099,FORMER AGFCO BUILDING #2,101  MUNSON AVE,PITTSBURGH,15136,0,,,NO ACM - DEMOLISH BUILDING,80,f,2022-05-27,2022-12-30,ELIZABETH LETURGEY,f,f,2022-12-30,DEM,COMPLETE,40.4712803099099,-80.0563755851161
1778895,DEM210164,CITY OF PITTSBURGH REGULATED PROPERTY,1402  COLUMBUS AVE,PITTSBURGH,15233,0,961,UNIS DEMOLITION COMPANY,NO ACM FOUND,,f,2021-10-12,2022-01-12,CALI FEENEY,t,f,2022-01-12,DEM,COMPLETE,40.4578279309324,-80.0277517359323
1778896,DEM210165,CITY OF PITTSBURGH  REGULATED PROPERTY,967  KIRKBRIDE ST,PITTSBURGH,15212,0,961,UNIS DEMOLITION COMPANY,NO ACM FOUND,,f,2021-10-12,2022-01-12,CALI FEENEY,t,f,2022-01-12,DEM,COMPLETE,40.4596945915983,-80.0209912991332
1778897,DEM190333,118 CRAIG STREET,,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 1ST FLOOR FAMILY ROOM FLOOR TILE,10,f,2019-12-02,2019-12-20,MARC ITKIN,t,f,2019-12-20,DEM,COMPLETE,40.3461769656623,-79.8821441090236
1778898,PAA190334,STORAGE,2815  PENN AVE,PITTSBURGH,15222,300,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 1ST FLOOR FLOOR TILE; BASEMENT TSI TANK & PIPE; 2ND FLOOR TSI PIPE; ROOF FLASHING; BASEMENT BOILER LINER; BASEMENT FLOOR BOILER DEBRIS; & FLOOR TILE/MASTIC FROM FRONT UNDER CARPET,6033,f,2019-05-16,2019-06-30,JOE YAKUBISIN,t,f,2019-06-30,PAA,COMPLETE,40.4572613271476,-79.975365030273
1778899,DEM190332,VACANT RESIDENCE,3410  FORD ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 1ST FLOOR KITCHEN FLOOR TILE,100,f,2019-12-02,2019-12-20,MARC ITKIN,t,f,2019-12-20,DEM,COMPLETE,40.3460520166983,-79.836691804043
1778900,PAA224404,MUNICIPALITY REGULATED PROPERTY,671  BALDWIN ST,BRIDGEVILLE,15017,350,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE 1ST FLOOR LINOLEUM; EXTERIOR WINDOW CAULKING AND 1ST & 2ND FLOOR PLASTER,9851,f,2022-09-15,2022-12-01,CALI FEENEY,f,f,2022-12-01,PAA,EXPIRED,40.3579255847015,-80.1058476105181
1778901,PAA220176,FORMER BARBER SHIP,2178  CENTRE AVE,PITTSBURGH,15219,200,905,"BLT CONTRACTING, INC.",REMOVE 1ST FLOOR LOBBY & 2ND FLOOR HALL VAT,236,f,2022-04-08,2022-07-01,JOE YAKUBISIN,f,f,2022-07-01,PAA,EXPIRED,40.4451854980974,-79.9762896773784
1778902,PAA214464,FRIENDSHIP CIRCLE,1928  MURRAY AVE,PITTSBURGH,15217,1250,905,"BLT CONTRACTING, INC.",REMOVE 1ST FLOOR PIPE INSULATION & PLASTER AND 2ND FLOOR VAT,2401,f,2021-08-27,2021-12-30,JOE YAKUBISIN,t,f,2021-12-30,PAA,COMPLETE,40.4351283193139,-79.9230161982295
1778903,PAA224405,MUNICIPALITY REGULATED PROPERTY,733  BOWER HILL RD,BRIDGEVILLE,15017,350,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE 1ST FLOOR PLASTER,3000,f,2022-09-15,2022-12-01,CALI FEENEY,f,f,2022-12-01,PAA,EXPIRED,40.3586189772472,-80.1043121102328
1778904,PAA200524,CITIZEN'S BANK,150  FORT COUCH RD,BETHEL PARK,15241,850,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 1ST FLOOR TELLER AREA & BASEMENT FLOOR TILE & MASTIC,1983,t,2020-11-11,2021-11-10,JOE YAKUBISIN,t,f,2021-11-10,PAA,COMPLETE,40.3446573141715,-80.053198507195
1778905,UND210049,THE DEPOT - 305 EAST FIFTH AVENUE,,TARENTUM,15084,0,912,"CARL FRANK INDUSTRIES, INC.",REMOVE 1ST FLOOR WALL MASTIC AND 1ST FLOOR FUSE BOX INSULATION,126,f,2021-06-07,2021-12-31,MARC ITKIN,t,f,2021-12-31,UND,COMPLETE,40.6060345968624,-79.7731802661645
1778906,DEM220059,HUDSON COMPANY,419  MELWOOD AVE,PITTSBURGH,15213,0,,,NO ACM FOUND,0,f,2022-04-25,2022-07-01,ELIZABETH LETURGEY,f,f,2022-07-01,DEM,COMPLETE,40.4546313950959,-79.9527476585587
1778907,DEM220149,MUNICIPALITY REGULATED PROPERTY,318  VIRGINIA AVE,BRADDOCK HILLS,15221,0,,,NO ACM FOUND,,f,2022-08-05,2022-08-18,CALI FEENEY,f,f,2022-08-18,DEM,COMPLETE,40.4160846707704,-79.8668424412716
1778908,DEM220157,CITY OF PITTSBURGH REGULATED PROPERTY,1938 S 18TH ST,PITTSBURGH,15203,0,,,NO ACM FOUND,,f,2022-07-30,2022-08-20,KIMBERLY CAMPBELL,f,f,2022-08-20,DEM,COMPLETE,40.423863823722,-79.9779095198034
1778909,DEM220174,CITY OF PITTSBURGH REGULATED PROPERTY,305  WALTER ST,PITTSBURGH,15210,0,,,NO ACM FOUND,,f,2022-09-13,2022-09-20,CALI FEENEY,f,f,2022-09-20,DEM,COMPLETE,40.4197293227243,-79.9945076100955
1778910,DEM220175,CITY OF PITTSBURGH REGULATED PROPERTY,101  INDUSTRY ST,PITTSBURGH,15210,0,,,NO ACM FOUND,,f,2022-09-13,2022-09-20,AARON MAKATURA,f,f,2022-09-20,DEM,COMPLETE,40.4199072185646,-80.0059420954304
1778911,DEM220176,CITY OF PITTSBURGH REGULATED PROPERTY,2254  WEBSTER AVE,PITTSBURGH,15219,0,,,NO ACM FOUND,,f,2022-09-13,2022-09-20,DANIEL ZOLDOS,f,f,2022-09-20,DEM,COMPLETE,40.4480466215794,-79.9758772550623
1778912,DEM220193,KENNYWOOD AMUSEMENT PARK - VOLCANO RIDE,4800  KENNYWOOD BLVD,WEST MIFFLIN,15122,0,,,NO ACM FOUND,,f,2022-09-19,2022-09-30,JOE YAKUBISIN,f,f,2022-09-30,DEM,COMPLETE,40.3854403197204,-79.8650338757633
1778913,DEM220210,MUNICIPALITY REGULATED PROPERTY,1047  INDIANA AVE,GLASSPORT,15045,0,,,NO ACM FOUND,,f,2022-10-10,2023-10-14,CALI FEENEY,f,f,2023-10-14,DEM,COMPLETE,40.3177995884548,-79.8875489985263
1778914,RES220035,RESIDENCE,3463  MCCLURE AVE,PITTSBURGH,15212,0,,,NO ACM FOUND,0,f,2022-05-03,2022-05-16,ELIZABETH LETURGEY,f,f,2022-05-16,RES,COMPLETE,40.4783356698101,-80.0357148373806
1778915,DEM220212,CITY OF MCKEESPORT REGULATED PROPERTY,2921  GARBETT ST,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2022-10-23,NICHOLAS DELPHIA,f,f,2022-10-23,DEM,COMPLETE,40.3423902105398,-79.8425678915829
1778916,RES200068,RESIDENCE - 4807 GLEN EDEN ROAD,,MARSHALL,16066,0,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE 1T FLOOR ENTRANCEWAY DUCT PAPER WRAP AND 2ND FLOOR BEDROOM FLOOR TILE,24,t,2020-11-11,2020-11-13,ELIZABETH LETURGEY,t,f,2020-11-13,RES,COMPLETE,40.6735470555171,-80.0875255125103
1778917,PAA180245,SHENANGO COKE PLANT,200 NEVILLE RD,NEVILLE,15225,200,943,PRECISION ENVIRONMENTAL COMPANY,REMOVE 2 WINDOWS & BLACK COATING FROM QUONSET BUILDING,153,f,2018-03-28,2018-05-21,JOE YAKUBISIN,t,f,2018-05-21,PAA,COMPLETE,40.4942377251384,-80.0809510160549
1778918,DEM200099,VACANT RESIDENCE,586  RANDALL ST,WEST MIFFLIN,15122,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE 23ND FLOOR BATHROOM SHEET FLOORING,40,f,2020-08-13,2020-10-30,CALI FEENEY,t,f,2020-10-30,DEM,COMPLETE,40.3484608151323,-79.9080649954742
1778919,DEM210100,PEAK CONSTRUCTION CORP - 571 MOON CLINTON RD,,MOON,15108,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE 2ND FL BATHROOM SHEET FLOORING,85,f,2021-07-05,2021-12-29,ELIZABETH LETURGEY,t,f,2021-12-29,DEM,COMPLETE,40.5334912710076,-80.2713710636635
1778920,PAA214027,BOROUGH OF PITCAIRN DEMO PROJECT,601  3RD ST,PITCAIRN,15140,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE 2ND FLOOR BATHROOM STONE SHEET FLOORING; KITCHEN FLOOR TILE; LAUNDRY/BASEMENT STEPS SHEET FLOORING; BASEMENT PIPE WRAP AND EXTERIOR WINDOW CAULKING,370,f,2021-01-04,2022-01-03,JOE YAKUBISIN,t,f,2022-01-03,PAA,COMPLETE,40.4035534833576,-79.776305655951
1778921,PAA200286,PSU GREATER ALLEGHENY CAMPUS - 400 UNIVERSITY DRIVE,400  26TH ST,MCKEESPORT,15132,850,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 2ND FLOOR CORRIDOR TILE; MASTIC AND PIPE FITTINGS,1250,t,2020-06-15,2020-06-22,JOE YAKUBISIN,t,f,2020-06-22,PAA,COMPLETE,40.3348828129036,-79.8472901770177
1778922,PAA200107,UPMC MERCY HEALTH CENTER SUJITE 233,1515  LOCUST ST,PITTSBURGH,15219,1250,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE 2ND FLOOR FLOOR TILE AND MASTIC,2400,t,2020-02-19,2020-03-20,JOE YAKUBISIN,t,f,2020-03-20,PAA,COMPLETE,40.4369491062699,-79.9846308885992
1778923,PAA224118,909-911 ISLAND AVENUE,909  ISLAND AVE,MCKEES ROCKS,15136,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE 2ND FLOOR HALLWAY LINOLEUM; EXTERIOR WINDOW & DOOR CAULKING AND FRONT ROOM DUCT TAPE/WRAP ON 909 SIDE AND MIDDLE OF BASEMENT LEDGE,347,f,2022-03-03,2022-04-29,JOE YAKUBISIN,f,f,2022-04-29,PAA,EXPIRED,40.474737482436,-80.0645958876387
